Data1,Data2,Inter-Hamming Distance,Percentage(%)
0,1,2576,50.57922638916159
0,2,2537,49.813469467897114
0,3,2517,49.4207736108384
0,4,2573,50.52032201060279
0,5,2535,49.77419988219125
0,6,2539,49.85273905360298
0,7,2487,48.83172982525034
0,8,2516,49.40113881798547
0,9,2608,51.207539760455525
0,10,2572,50.50068721774985
0,11,2596,50.9719222462203
0,12,2504,49.165521303750246
0,13,2533,49.73493029648537
0,14,2531,49.6956607107795
0,15,2532,49.71529550363243
0,16,2534,49.75456508933831
0,17,2535,49.77419988219125
0,18,2533,49.73493029648537
0,19,2571,50.48105242489692
0,20,2652,52.07147064598468
0,21,2597,50.99155703907324
0,22,2526,49.597486746514825
0,23,2513,49.34223443942666
0,24,2617,51.38425289613194
0,25,2548,50.0294521892794
0,26,2573,50.52032201060279
0,27,2606,51.16827017474965
0,28,2566,50.38287846063224
0,29,2477,48.63538189672099
0,30,2534,49.75456508933831
0,31,2528,49.63675633222069
0,32,2563,50.323974082073434
0,33,2528,49.63675633222069
0,34,2573,50.52032201060279
0,35,2536,49.79383467504418
0,36,2537,49.813469467897114
0,37,2537,49.813469467897114
0,38,2569,50.44178283919105
0,39,2544,49.95091301786766
0,40,2597,50.99155703907324
0,41,2563,50.323974082073434
0,42,2537,49.813469467897114
0,43,2502,49.12625171804437
0,44,2528,49.63675633222069
0,45,2556,50.18653053210289
0,46,2555,50.16689573924995
0,47,2527,49.61712153936776
0,48,2489,48.87099941095621
0,49,2572,50.50068721774985
0,50,2571,50.48105242489692
0,51,2530,49.676025917926566
0,52,2550,50.06872177498527
0,53,2605,51.148635381896725
0,54,2570,50.46141763204398
0,55,2585,50.75593952483801
0,56,2519,49.46004319654428
0,57,2564,50.343608874926375
0,58,2564,50.343608874926375
0,59,2633,51.69840958177892
0,60,2554,50.14726094639702
0,61,2569,50.44178283919105
0,62,2567,50.40251325348517
0,63,2559,50.24543491066169
0,64,2541,49.892008639308855
0,65,2557,50.20616532495582
0,66,2545,49.970547810720596
0,67,2610,51.24680934616139
0,68,2479,48.67465148242686
0,69,2558,50.22580011780876
0,70,2511,49.302964853720795
0,71,2588,50.81484390339682
0,72,2548,50.0294521892794
0,73,2518,49.44040840369134
0,74,2528,49.63675633222069
0,75,2583,50.71666993913214
0,76,2562,50.3043392892205
0,77,2562,50.3043392892205
0,78,2543,49.93127822501472
0,79,2558,50.22580011780876
0,80,2533,49.73493029648537
0,81,2551,50.08835656783821
0,82,2535,49.77419988219125
0,83,2581,50.67740035342627
0,84,2539,49.85273905360298
0,85,2507,49.224425682309054
0,86,2558,50.22580011780876
0,87,2586,50.77557431769095
0,88,2585,50.75593952483801
0,89,2525,49.57785195366189
0,90,2577,50.59886118201453
0,91,2543,49.93127822501472
0,92,2597,50.99155703907324
0,93,2584,50.73630473198508
0,94,2591,50.87374828195562
0,95,2524,49.55821716080895
0,96,2518,49.44040840369134
0,97,2568,50.42214804633811
0,98,2555,50.16689573924995
0,99,2581,50.67740035342627
0,100,2517,49.4207736108384
0,101,2457,48.24268603966228
0,102,2569,50.44178283919105
0,103,2556,50.18653053210289
0,104,2541,49.892008639308855
0,105,2555,50.16689573924995
0,106,2559,50.24543491066169
0,107,2562,50.3043392892205
0,108,2577,50.59886118201453
0,109,2521,49.49931278225015
0,110,2474,48.57647751816218
0,111,2496,49.008442960926764
0,112,2492,48.92990378951502
0,113,2491,48.91026899666209
0,114,2572,50.50068721774985
0,115,2561,50.28470449636756
0,116,2542,49.91164343216179
0,117,2510,49.28333006086786
0,118,2488,48.851364618103275
0,119,2575,50.559591596308664
0,120,2552,50.10799136069114
0,121,2562,50.3043392892205
0,122,2492,48.92990378951502
0,123,2516,49.40113881798547
0,124,2523,49.53858236795602
0,125,2569,50.44178283919105
0,126,2498,49.04771254663263
0,127,2533,49.73493029648537
0,128,2604,51.129000589043784
0,129,2555,50.16689573924995
0,130,2551,50.08835656783821
0,131,2580,50.65776556057333
0,132,2494,48.96917337522089
0,133,2542,49.91164343216179
0,134,2524,49.55821716080895
0,135,2527,49.61712153936776
0,136,2598,51.01119183192617
0,137,2605,51.148635381896725
0,138,2492,48.92990378951502
0,139,2488,48.851364618103275
0,140,2562,50.3043392892205
0,141,2583,50.71666993913214
0,142,2555,50.16689573924995
0,143,2570,50.46141763204398
0,144,2562,50.3043392892205
0,145,2588,50.81484390339682
0,146,2542,49.91164343216179
0,147,2533,49.73493029648537
0,148,2564,50.343608874926375
0,149,2567,50.40251325348517
0,150,2493,48.94953858236796
0,151,2528,49.63675633222069
0,152,2526,49.597486746514825
0,153,2533,49.73493029648537
0,154,2520,49.47967798939722
0,155,2557,50.20616532495582
0,156,2493,48.94953858236796
0,157,2521,49.49931278225015
0,158,2546,49.99018260357353
0,159,2593,50.913017867661495
0,160,2544,49.95091301786766
0,161,2495,48.98880816807383
0,162,2535,49.77419988219125
0,163,2550,50.06872177498527
0,164,2533,49.73493029648537
0,165,2541,49.892008639308855
0,166,2569,50.44178283919105
0,167,2612,51.28607893186727
0,168,2522,49.518947575103084
0,169,2539,49.85273905360298
0,170,2580,50.65776556057333
0,171,2583,50.71666993913214
0,172,2534,49.75456508933831
0,173,2495,48.98880816807383
0,174,2539,49.85273905360298
0,175,2538,49.83310426075005
0,176,2574,50.53995680345572
0,177,2532,49.71529550363243
0,178,2560,50.265069703514634
0,179,2552,50.10799136069114
0,180,2479,48.67465148242686
0,181,2468,48.45866876104457
0,182,2554,50.14726094639702
0,183,2520,49.47967798939722
0,184,2484,48.772825446691535
0,185,2554,50.14726094639702
0,186,2569,50.44178283919105
0,187,2496,49.008442960926764
0,188,2573,50.52032201060279
0,189,2503,49.145886510897306
0,190,2575,50.559591596308664
0,191,2551,50.08835656783821
0,192,2558,50.22580011780876
0,193,2542,49.91164343216179
0,194,2530,49.676025917926566
0,195,2547,50.00981739642647
0,196,2602,51.08973100333791
0,197,2486,48.81209503239741
0,198,2594,50.932652660514435
0,199,2535,49.77419988219125
0,200,2527,49.61712153936776
0,201,2509,49.26369526801492
0,202,2539,49.85273905360298
0,203,2512,49.32259964657373
0,204,2547,50.00981739642647
0,205,2583,50.71666993913214
0,206,2584,50.73630473198508
0,207,2526,49.597486746514825
0,208,2676,52.542705674455135
0,209,2507,49.224425682309054
0,210,2571,50.48105242489692
0,211,2503,49.145886510897306
0,212,2567,50.40251325348517
0,213,2553,50.12762615354408
0,214,2580,50.65776556057333
0,215,2584,50.73630473198508
0,216,2538,49.83310426075005
0,217,2534,49.75456508933831
0,218,2516,49.40113881798547
0,219,2532,49.71529550363243
0,220,2532,49.71529550363243
0,221,2561,50.28470449636756
0,222,2540,49.87237384645592
0,223,2534,49.75456508933831
0,224,2583,50.71666993913214
0,225,2586,50.77557431769095
0,226,2569,50.44178283919105
0,227,2540,49.87237384645592
0,228,2562,50.3043392892205
0,229,2543,49.93127822501472
0,230,2524,49.55821716080895
0,231,2548,50.0294521892794
0,232,2632,51.67877478892598
0,233,2494,48.96917337522089
0,234,2535,49.77419988219125
0,235,2553,50.12762615354408
0,236,2564,50.343608874926375
0,237,2562,50.3043392892205
0,238,2564,50.343608874926375
0,239,2597,50.99155703907324
0,240,2552,50.10799136069114
0,241,2555,50.16689573924995
0,242,2471,48.51757313960338
0,243,2525,49.57785195366189
0,244,2584,50.73630473198508
0,245,2523,49.53858236795602
0,246,2482,48.73355586098567
0,247,2514,49.361869232279595
0,248,2531,49.6956607107795
0,249,2562,50.3043392892205
0,250,2498,49.04771254663263
0,251,2509,49.26369526801492
0,252,2591,50.87374828195562
0,253,2562,50.3043392892205
0,254,2515,49.381504025132536
0,255,2564,50.343608874926375
0,256,2540,49.87237384645592
0,257,2578,50.618495974867464
0,258,2534,49.75456508933831
0,259,2552,50.10799136069114
0,260,2516,49.40113881798547
0,261,2561,50.28470449636756
0,262,2547,50.00981739642647
0,263,2531,49.6956607107795
0,264,2515,49.381504025132536
0,265,2548,50.0294521892794
0,266,2504,49.165521303750246
0,267,2535,49.77419988219125
0,268,2598,51.01119183192617
0,269,2551,50.08835656783821
0,270,2509,49.26369526801492
0,271,2491,48.91026899666209
0,272,2553,50.12762615354408
0,273,2546,49.99018260357353
0,274,2566,50.38287846063224
0,275,2564,50.343608874926375
0,276,2497,49.0280777537797
0,277,2502,49.12625171804437
0,278,2588,50.81484390339682
0,279,2479,48.67465148242686
0,280,2528,49.63675633222069
0,281,2552,50.10799136069114
0,282,2616,51.364618103279014
0,283,2570,50.46141763204398
0,284,2531,49.6956607107795
0,285,2460,48.30159041822108
0,286,2594,50.932652660514435
0,287,2541,49.892008639308855
0,288,2544,49.95091301786766
0,289,2529,49.656391125073625
0,290,2544,49.95091301786766
0,291,2539,49.85273905360298
0,292,2544,49.95091301786766
0,293,2589,50.834478696249754
0,294,2572,50.50068721774985
0,295,2534,49.75456508933831
0,296,2554,50.14726094639702
0,297,2536,49.79383467504418
0,298,2524,49.55821716080895
0,299,2553,50.12762615354408
0,300,2573,50.52032201060279
0,301,2550,50.06872177498527
0,302,2559,50.24543491066169
0,303,2498,49.04771254663263
0,304,2507,49.224425682309054
0,305,2513,49.34223443942666
0,306,2589,50.834478696249754
0,307,2524,49.55821716080895
0,308,2525,49.57785195366189
0,309,2548,50.0294521892794
0,310,2588,50.81484390339682
0,311,2539,49.85273905360298
0,312,2556,50.18653053210289
0,313,2561,50.28470449636756
0,314,2608,51.207539760455525
0,315,2483,48.7531906538386
0,316,2524,49.55821716080895
0,317,2518,49.44040840369134
0,318,2524,49.55821716080895
0,319,2534,49.75456508933831
0,320,2575,50.559591596308664
0,321,2532,49.71529550363243
0,322,2584,50.73630473198508
0,323,2553,50.12762615354408
0,324,2518,49.44040840369134
0,325,2553,50.12762615354408
0,326,2611,51.26644413901433
0,327,2524,49.55821716080895
0,328,2510,49.28333006086786
0,329,2530,49.676025917926566
0,330,2501,49.10661692519144
0,331,2502,49.12625171804437
0,332,2562,50.3043392892205
0,333,2536,49.79383467504418
0,334,2588,50.81484390339682
0,335,2548,50.0294521892794
0,336,2574,50.53995680345572
0,337,2512,49.32259964657373
0,338,2478,48.65501668957393
0,339,2514,49.361869232279595
0,340,2574,50.53995680345572
0,341,2492,48.92990378951502
0,342,2569,50.44178283919105
0,343,2521,49.49931278225015
0,344,2612,51.28607893186727
0,345,2537,49.813469467897114
0,346,2531,49.6956607107795
0,347,2493,48.94953858236796
0,348,2541,49.892008639308855
0,349,2531,49.6956607107795
0,350,2553,50.12762615354408
0,351,2491,48.91026899666209
0,352,2545,49.970547810720596
0,353,2503,49.145886510897306
0,354,2611,51.26644413901433
0,355,2575,50.559591596308664
0,356,2458,48.262320832515215
0,357,2500,49.086982132338505
0,358,2558,50.22580011780876
0,359,2546,49.99018260357353
0,360,2521,49.49931278225015
0,361,2537,49.813469467897114
0,362,2519,49.46004319654428
0,363,2548,50.0294521892794
0,364,2592,50.89338307480856
0,365,2553,50.12762615354408
0,366,2541,49.892008639308855
0,367,2533,49.73493029648537
0,368,2577,50.59886118201453
0,369,2607,51.18790496760259
0,370,2502,49.12625171804437
0,371,2569,50.44178283919105
0,372,2614,51.32534851757315
0,373,2598,51.01119183192617
0,374,2598,51.01119183192617
0,375,2551,50.08835656783821
0,376,2541,49.892008639308855
0,377,2572,50.50068721774985
0,378,2578,50.618495974867464
0,379,2578,50.618495974867464
0,380,2560,50.265069703514634
0,381,2556,50.18653053210289
0,382,2576,50.57922638916159
0,383,2530,49.676025917926566
0,384,2599,51.03082662477911
0,385,2575,50.559591596308664
0,386,2576,50.57922638916159
0,387,2576,50.57922638916159
0,388,2510,49.28333006086786
0,389,2547,50.00981739642647
0,390,2562,50.3043392892205
0,391,2531,49.6956607107795
0,392,2494,48.96917337522089
0,393,2474,48.57647751816218
0,394,2598,51.01119183192617
0,395,2476,48.61574710386806
0,396,2560,50.265069703514634
0,397,2572,50.50068721774985
0,398,2532,49.71529550363243
0,399,2554,50.14726094639702
0,400,2564,50.343608874926375
0,401,2529,49.656391125073625
0,402,2532,49.71529550363243
0,403,2585,50.75593952483801
0,404,2522,49.518947575103084
0,405,2550,50.06872177498527
0,406,2567,50.40251325348517
0,407,2514,49.361869232279595
0,408,2599,51.03082662477911
0,409,2568,50.42214804633811
0,410,2571,50.48105242489692
0,411,2504,49.165521303750246
0,412,2518,49.44040840369134
0,413,2510,49.28333006086786
0,414,2534,49.75456508933831
0,415,2510,49.28333006086786
0,416,2589,50.834478696249754
0,417,2561,50.28470449636756
0,418,2570,50.46141763204398
0,419,2549,50.04908698213234
0,420,2518,49.44040840369134
0,421,2579,50.638130767720405
0,422,2540,49.87237384645592
0,423,2504,49.165521303750246
0,424,2554,50.14726094639702
0,425,2527,49.61712153936776
0,426,2544,49.95091301786766
0,427,2556,50.18653053210289
0,428,2545,49.970547810720596
0,429,2600,51.05046141763204
0,430,2618,51.40388768898488
0,431,2583,50.71666993913214
0,432,2564,50.343608874926375
0,433,2482,48.73355586098567
0,434,2534,49.75456508933831
0,435,2543,49.93127822501472
0,436,2561,50.28470449636756
0,437,2546,49.99018260357353
0,438,2495,48.98880816807383
0,439,2571,50.48105242489692
0,440,2579,50.638130767720405
0,441,2518,49.44040840369134
0,442,2572,50.50068721774985
0,443,2598,51.01119183192617
0,444,2535,49.77419988219125
0,445,2569,50.44178283919105
0,446,2568,50.42214804633811
0,447,2562,50.3043392892205
0,448,2560,50.265069703514634
0,449,2540,49.87237384645592
0,450,2571,50.48105242489692
0,451,2515,49.381504025132536
0,452,2490,48.89063420380915
0,453,2515,49.381504025132536
0,454,2535,49.77419988219125
0,455,2542,49.91164343216179
0,456,2541,49.892008639308855
0,457,2477,48.63538189672099
0,458,2480,48.694286275279794
0,459,2511,49.302964853720795
0,460,2509,49.26369526801492
0,461,2493,48.94953858236796
0,462,2537,49.813469467897114
0,463,2538,49.83310426075005
0,464,2616,51.364618103279014
0,465,2517,49.4207736108384
0,466,2574,50.53995680345572
0,467,2504,49.165521303750246
0,468,2558,50.22580011780876
0,469,2598,51.01119183192617
0,470,2578,50.618495974867464
0,471,2519,49.46004319654428
0,472,2560,50.265069703514634
0,473,2530,49.676025917926566
0,474,2576,50.57922638916159
0,475,2504,49.165521303750246
0,476,2549,50.04908698213234
0,477,2524,49.55821716080895
0,478,2521,49.49931278225015
0,479,2507,49.224425682309054
0,480,2629,51.61987041036718
0,481,2571,50.48105242489692
0,482,2506,49.20479088945612
0,483,2548,50.0294521892794
0,484,2538,49.83310426075005
0,485,2584,50.73630473198508
0,486,2571,50.48105242489692
0,487,2492,48.92990378951502
0,488,2538,49.83310426075005
0,489,2494,48.96917337522089
0,490,2565,50.3632436677793
0,491,2493,48.94953858236796
0,492,2556,50.18653053210289
0,493,2655,52.1303750245435
0,494,2545,49.970547810720596
0,495,2524,49.55821716080895
0,496,2569,50.44178283919105
0,497,2487,48.83172982525034
0,498,2575,50.559591596308664
0,499,2614,51.32534851757315
